case_id,description,assistance_category,people_affected,country,governorate,city,latitude,longitude,severity,urgency,required_resources,estimated_funding,current_funding,submission_date,status,priority
CASE-0372,Families need clean drinking water and storage containers after a house fire affected local supplies.,Water,10,Tunisia,Tunis,Tunis,36.821851,10.205625,Medium,High,clean water; filtration kits; storage containers,4719.20,1947.05,2026-05-28,Active,Medium
CASE-0373,A 45-person household needs food parcels after a severe storm disrupted its income.,Food,45,Egypt,Giza,6th of October,29.964515,30.910261,Critical,Medium,food parcels; cooking staples; infant nutrition,17569.80,0.00,2025-08-06,Active,High
CASE-0374,A 5-person household needs food parcels after a house fire disrupted its income.,Food,5,Egypt,Aswan,Aswan,24.10365,32.918377,Medium,High,food parcels; cooking staples; infant nutrition,3182.40,921.90,2025-05-11,Active,Medium
CASE-0375,A 6-person household needs food parcels after local displacement disrupted its income.,Food,6,Egypt,Alexandria,Alexandria,31.185202,29.922145,Low,High,food parcels; cooking staples; infant nutrition,3391.32,352.18,2026-08-31,Active,Medium
CASE-0376,A community requires emergency water deliveries because flash flooding disrupted access to safe water.,Water,107,Jordan,Amman,Amman,31.931566,35.909112,Critical,Medium,clean water; filtration kits; storage containers,56575.96,2015.14,2025-04-24,Active,High
CASE-0377,A 19-person family needs temporary shelter after local displacement made their home unsafe.,Emergency Housing,19,Egypt,Cairo,Cairo,30.033352,31.252797,Critical,High,temporary shelter; repair materials; mattresses,15829.16,1786.31,2025-05-08,Active,Critical
CASE-0378,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,20,Egypt,Aswan,Aswan,24.090703,32.913025,High,Medium,school kits; uniforms; learning materials,9825.20,4519.34,2026-03-28,Active,Medium
CASE-0379,People displaced by a severe storm require clothing and blankets while they recover.,Clothing,29,Jordan,Irbid,Irbid,32.539687,35.836505,Critical,Medium,seasonal clothing; blankets; hygiene kits,21998.80,0.00,2025-05-11,Active,High
CASE-0380,Education support is needed for children whose learning was disrupted by flash flooding.,Education,5,Lebanon,Beirut,Beirut,33.899834,35.522932,Medium,Medium,school kits; uniforms; learning materials,3012.40,2120.93,2025-10-27,Active,Low
CASE-0381,Families need clean drinking water and storage containers after earthquake damage affected local supplies.,Water,130,Egypt,Giza,6th of October,29.977951,30.945346,High,Medium,clean water; filtration kits; storage containers,94479.00,3406.20,2026-07-16,Active,High
CASE-0382,"Residents affected by a house fire need urgent medicines, examinations, and transport to care.",Medical Aid,41,Jordan,Irbid,Irbid,32.553967,35.83566,High,Critical,medicines; clinic visits; medical transport,33524.26,3128.30,2026-02-02,Active,Critical
CASE-0383,A 45-person household needs food parcels after earthquake damage disrupted its income.,Food,45,Egypt,Aswan,Aswan,24.103652,32.880938,Critical,High,food parcels; cooking staples; infant nutrition,19737.00,1288.16,2026-07-05,Active,High
CASE-0384,Families affected by a severe storm require staple food supplies for the coming weeks.,Food,46,Lebanon,Beirut,Beirut,33.880918,35.487014,High,High,food parcels; cooking staples; infant nutrition,14774.76,1748.19,2025-09-25,Active,High
CASE-0385,People displaced by flash flooding require clothing and blankets while they recover.,Clothing,41,Tunisia,Tunis,Tunis,36.791517,10.196802,Critical,Critical,seasonal clothing; blankets; hygiene kits,16639.28,1445.63,2026-05-14,Active,Critical
CASE-0386,A 3-person household needs food parcels after a severe storm disrupted its income.,Food,3,Tunisia,Tunis,Tunis,36.799383,10.177813,Medium,High,food parcels; cooking staples; infant nutrition,2725.44,916.70,2026-08-05,Active,Medium
CASE-0387,People displaced by earthquake damage require clothing and blankets while they recover.,Clothing,11,Jordan,Irbid,Irbid,32.545709,35.867403,Low,High,seasonal clothing; blankets; hygiene kits,5137.72,4182.09,2026-03-11,Funded,Medium
CASE-0388,A 7-person family needs temporary shelter after a severe storm made their home unsafe.,Emergency Housing,7,Egypt,Aswan,Aswan,24.085303,32.897791,Low,Medium,temporary shelter; repair materials; mattresses,3118.74,2546.32,2025-12-22,Funded,Low
CASE-0389,A 53-person household needs food parcels after local displacement disrupted its income.,Food,53,Jordan,Amman,Amman,31.947546,35.917086,High,Critical,food parcels; cooking staples; infant nutrition,43501.92,1832.03,2025-09-24,Active,Critical
CASE-0390,Housing repairs and safe temporary accommodation are needed following flash flooding.,Emergency Housing,8,Egypt,Cairo,Cairo,30.069264,31.247936,Critical,Medium,temporary shelter; repair materials; mattresses,4423.84,2251.21,2025-03-18,Active,High
CASE-0391,Children need school materials and fee support after earthquake damage interrupted household income.,Education,12,Egypt,Cairo,Cairo,30.051665,31.240927,Medium,Low,school kits; uniforms; learning materials,9155.52,863.22,2026-07-08,Active,Medium
CASE-0392,"A family needs medical assistance after a house fire, including treatment and essential supplies.",Medical Aid,16,Jordan,Irbid,Irbid,32.573688,35.843042,Critical,Critical,medicines; clinic visits; medical transport,12500.96,1766.89,2025-07-05,Active,Critical
CASE-0393,Housing repairs and safe temporary accommodation are needed following earthquake damage.,Emergency Housing,9,Lebanon,Beirut,Beirut,33.913435,35.490004,Medium,Medium,temporary shelter; repair materials; mattresses,3561.84,2685.83,2025-06-14,Funded,Medium
CASE-0394,A 2-person household needs food parcels after flash flooding disrupted its income.,Food,2,Egypt,Alexandria,Alexandria,31.210592,29.933522,Medium,High,food parcels; cooking staples; infant nutrition,2108.00,2083.28,2025-08-25,Completed,Low
CASE-0395,A 9-person family needs temporary shelter after flash flooding made their home unsafe.,Emergency Housing,9,Lebanon,Beirut,Beirut,33.876508,35.483197,Medium,High,temporary shelter; repair materials; mattresses,5263.20,3999.45,2026-01-24,Funded,Medium
CASE-0396,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,27,Egypt,Aswan,Aswan,24.064748,32.891895,High,High,school kits; uniforms; learning materials,10990.98,0.00,2026-04-11,Active,High
CASE-0397,People displaced by a severe storm require clothing and blankets while they recover.,Clothing,12,Tunisia,Tunis,Tunis,36.805343,10.17932,Medium,Medium,seasonal clothing; blankets; hygiene kits,5940.48,3888.12,2025-08-21,Active,Medium
CASE-0398,People displaced by local displacement require clothing and blankets while they recover.,Clothing,5,Egypt,Cairo,Cairo,30.060451,31.2108,Medium,Medium,seasonal clothing; blankets; hygiene kits,4012.00,2430.87,2025-10-06,Active,Low
CASE-0399,Families need clean drinking water and storage containers after local displacement affected local supplies.,Water,60,Egypt,Cairo,Cairo,30.052851,31.234915,Medium,Medium,clean water; filtration kits; storage containers,29376.00,4491.53,2026-02-18,Active,High
CASE-0400,Education support is needed for children whose learning was disrupted by a severe storm.,Education,10,Jordan,Irbid,Irbid,32.553176,35.821991,Medium,High,school kits; uniforms; learning materials,5576.00,2307.84,2025-10-24,Active,Medium
CASE-0401,"Residents affected by earthquake damage need urgent medicines, examinations, and transport to care.",Medical Aid,8,Egypt,Alexandria,Alexandria,31.185039,29.911036,Low,Medium,medicines; clinic visits; medical transport,3223.76,1914.77,2026-07-22,Active,Medium
CASE-0402,"Residents affected by flash flooding need urgent medicines, examinations, and transport to care.",Medical Aid,5,Egypt,Aswan,Aswan,24.108925,32.897191,Medium,High,medicines; clinic visits; medical transport,4467.60,0.00,2026-08-02,Active,High
CASE-0403,A 25-person family needs temporary shelter after flash flooding made their home unsafe.,Emergency Housing,25,Tunisia,Tunis,Tunis,36.801051,10.195123,High,Medium,temporary shelter; repair materials; mattresses,20597.50,2682.48,2026-09-04,Active,High
CASE-0404,A 6-person family needs temporary shelter after a house fire made their home unsafe.,Emergency Housing,6,Egypt,Cairo,Cairo,30.067518,31.217302,Medium,Critical,temporary shelter; repair materials; mattresses,4414.56,1154.43,2025-12-10,Active,High
CASE-0405,"A family needs medical assistance after flash flooding, including treatment and essential supplies.",Medical Aid,5,Egypt,Aswan,Aswan,24.074209,32.882932,Low,High,medicines; clinic visits; medical transport,3516.40,1408.78,2025-12-03,Active,Medium
CASE-0406,People displaced by earthquake damage require clothing and blankets while they recover.,Clothing,29,Jordan,Irbid,Irbid,32.575124,35.862035,Critical,Critical,seasonal clothing; blankets; hygiene kits,15713.92,3757.98,2025-05-21,Active,Critical
CASE-0407,Families affected by local displacement require staple food supplies for the coming weeks.,Food,8,Egypt,Alexandria,Alexandria,31.210168,29.929795,Low,High,food parcels; cooking staples; infant nutrition,2921.68,1668.82,2026-01-30,Active,Medium
CASE-0408,People displaced by local displacement require clothing and blankets while they recover.,Clothing,7,Egypt,Alexandria,Alexandria,31.209336,29.907263,Medium,Low,seasonal clothing; blankets; hygiene kits,2985.20,2378.91,2025-10-09,Funded,Low
CASE-0409,A 6-person family needs temporary shelter after a severe storm made their home unsafe.,Emergency Housing,6,Egypt,Alexandria,Alexandria,31.2002,29.931324,High,High,temporary shelter; repair materials; mattresses,5008.08,2085.70,2025-04-04,Active,High
CASE-0410,Families affected by a house fire require staple food supplies for the coming weeks.,Food,49,Jordan,Amman,Amman,31.936537,35.906832,Critical,Low,food parcels; cooking staples; infant nutrition,21016.68,0.00,2025-10-25,Active,High
CASE-0411,Families need clean drinking water and storage containers after local displacement affected local supplies.,Water,19,Lebanon,Beirut,Beirut,33.892973,35.514477,Medium,Medium,clean water; filtration kits; storage containers,8665.92,3748.72,2026-03-31,Active,Medium
CASE-0412,Education support is needed for children whose learning was disrupted by flash flooding.,Education,13,Jordan,Amman,Amman,31.957989,35.930761,High,High,school kits; uniforms; learning materials,8653.26,5439.50,2025-07-12,Active,Medium
CASE-0413,People displaced by a severe storm require clothing and blankets while they recover.,Clothing,11,Lebanon,Beirut,Beirut,33.883889,35.517639,Medium,Critical,seasonal clothing; blankets; hygiene kits,5637.20,2152.04,2025-07-23,Active,High
CASE-0414,Families affected by a severe storm require staple food supplies for the coming weeks.,Food,7,Egypt,Cairo,Cairo,30.045369,31.244045,Medium,Medium,food parcels; cooking staples; infant nutrition,4137.12,1056.87,2025-04-19,Active,Medium
CASE-0415,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,6,Egypt,Giza,6th of October,29.9666,30.950402,Medium,High,seasonal clothing; blankets; hygiene kits,4985.76,571.99,2026-06-05,Active,Medium
CASE-0416,A 18-person family needs temporary shelter after local displacement made their home unsafe.,Emergency Housing,18,Egypt,Aswan,Aswan,24.067583,32.89422,High,High,temporary shelter; repair materials; mattresses,8648.64,3016.82,2025-06-02,Active,High
CASE-0417,Housing repairs and safe temporary accommodation are needed following local displacement.,Emergency Housing,27,Tunisia,Tunis,Tunis,36.809046,10.187011,High,Medium,temporary shelter; repair materials; mattresses,19764.36,611.05,2026-07-07,Active,High
CASE-0418,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,2,Egypt,Cairo,Cairo,30.04815,31.211454,Medium,Medium,seasonal clothing; blankets; hygiene kits,2037.28,2004.39,2026-05-22,Completed,Low
CASE-0419,"A family needs medical assistance after local displacement, including treatment and essential supplies.",Medical Aid,6,Lebanon,Beirut,Beirut,33.877714,35.501567,Medium,High,medicines; clinic visits; medical transport,3663.84,0.00,2026-05-17,Active,High
CASE-0420,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,10,Egypt,Cairo,Cairo,30.025464,31.258474,Medium,High,school kits; uniforms; learning materials,8051.20,2304.46,2025-11-19,Active,Medium
CASE-0421,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,21,Egypt,Cairo,Cairo,30.045694,31.213337,Critical,Medium,school kits; uniforms; learning materials,17802.00,2067.59,2026-02-19,Active,High
CASE-0422,People displaced by local displacement require clothing and blankets while they recover.,Clothing,11,Jordan,Irbid,Irbid,32.5631,35.840732,Medium,Critical,seasonal clothing; blankets; hygiene kits,7851.28,0.00,2025-12-24,Active,High
CASE-0423,Families affected by local displacement require staple food supplies for the coming weeks.,Food,4,Jordan,Irbid,Irbid,32.536197,35.843145,Medium,Critical,food parcels; cooking staples; infant nutrition,2208.64,0.00,2025-10-05,Active,High
CASE-0424,Children need school materials and fee support after earthquake damage interrupted household income.,Education,4,Egypt,Alexandria,Alexandria,31.194316,29.941465,Medium,Critical,school kits; uniforms; learning materials,3900.48,2799.69,2026-07-07,Active,Medium
CASE-0425,People displaced by flash flooding require clothing and blankets while they recover.,Clothing,7,Tunisia,Tunis,Tunis,36.787599,10.157525,Medium,Low,seasonal clothing; blankets; hygiene kits,4451.28,664.43,2026-04-08,Active,Medium
CASE-0426,Families need clean drinking water and storage containers after local displacement affected local supplies.,Water,64,Egypt,Giza,6th of October,29.96791,30.94473,High,Medium,clean water; filtration kits; storage containers,41598.48,340.16,2026-08-17,Active,High
CASE-0427,Families affected by a severe storm require staple food supplies for the coming weeks.,Food,20,Egypt,Alexandria,Alexandria,31.185571,29.922348,High,Critical,food parcels; cooking staples; infant nutrition,14229.60,4450.43,2026-07-29,Active,High
CASE-0428,People displaced by a house fire require clothing and blankets while they recover.,Clothing,8,Egypt,Aswan,Aswan,24.101239,32.918065,Medium,High,seasonal clothing; blankets; hygiene kits,6816.32,1449.90,2026-02-20,Active,Medium
CASE-0429,A 24-person household needs food parcels after local displacement disrupted its income.,Food,24,Jordan,Amman,Amman,31.950765,35.931446,High,High,food parcels; cooking staples; infant nutrition,10810.80,839.95,2026-01-18,Active,High
CASE-0430,A community requires emergency water deliveries because earthquake damage disrupted access to safe water.,Water,58,Jordan,Irbid,Irbid,32.567642,35.841223,Low,High,clean water; filtration kits; storage containers,17213.84,4109.26,2025-07-23,Active,High
CASE-0431,Education support is needed for children whose learning was disrupted by a severe storm.,Education,8,Egypt,Cairo,Cairo,30.024345,31.259665,Medium,Low,school kits; uniforms; learning materials,5151.68,302.47,2026-06-16,Active,Medium
CASE-0432,A 31-person household needs food parcels after a severe storm disrupted its income.,Food,31,Egypt,Giza,6th of October,29.953328,30.92686,High,Critical,food parcels; cooking staples; infant nutrition,18095.00,3715.17,2025-05-18,Active,High
CASE-0433,Families affected by a severe storm require staple food supplies for the coming weeks.,Food,5,Egypt,Aswan,Aswan,24.093082,32.892695,Low,High,food parcels; cooking staples; infant nutrition,3121.10,489.00,2025-06-18,Active,Medium
CASE-0434,"A family needs medical assistance after a severe storm, including treatment and essential supplies.",Medical Aid,47,Egypt,Aswan,Aswan,24.087905,32.895756,Critical,Medium,medicines; clinic visits; medical transport,30246.20,0.00,2026-08-26,Active,High
CASE-0435,People displaced by earthquake damage require clothing and blankets while they recover.,Clothing,9,Egypt,Alexandria,Alexandria,31.191663,29.898372,Medium,High,seasonal clothing; blankets; hygiene kits,5446.80,5429.17,2026-03-03,Completed,Low
CASE-0436,Housing repairs and safe temporary accommodation are needed following flash flooding.,Emergency Housing,8,Egypt,Cairo,Cairo,30.054261,31.214682,High,Critical,temporary shelter; repair materials; mattresses,4281.20,4165.73,2026-07-29,Completed,Medium
CASE-0437,A 10-person family needs temporary shelter after flash flooding made their home unsafe.,Emergency Housing,10,Tunisia,Tunis,Tunis,36.826186,10.197362,Critical,Critical,temporary shelter; repair materials; mattresses,7447.60,6588.68,2025-08-20,Funded,High
CASE-0438,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,8,Egypt,Giza,6th of October,29.950519,30.947928,Medium,Low,seasonal clothing; blankets; hygiene kits,6207.04,1002.02,2026-02-20,Active,Medium
CASE-0439,Housing repairs and safe temporary accommodation are needed following a severe storm.,Emergency Housing,2,Egypt,Giza,6th of October,29.974433,30.921367,Medium,Low,temporary shelter; repair materials; mattresses,2371.84,318.80,2026-03-12,Active,Medium
CASE-0440,Housing repairs and safe temporary accommodation are needed following flash flooding.,Emergency Housing,50,Jordan,Irbid,Irbid,32.576321,35.829595,High,Low,temporary shelter; repair materials; mattresses,26873.00,3216.90,2025-12-18,Active,High
CASE-0441,Families need clean drinking water and storage containers after earthquake damage affected local supplies.,Water,44,Egypt,Alexandria,Alexandria,31.224611,29.924758,Medium,Medium,clean water; filtration kits; storage containers,19654.72,4121.62,2025-09-12,Active,Medium
CASE-0442,"Families need seasonal clothing, blankets, and basic hygiene items after local displacement.",Clothing,13,Egypt,Giza,6th of October,29.942822,30.915737,Critical,High,seasonal clothing; blankets; hygiene kits,9262.20,1093.73,2025-04-20,Active,High
CASE-0443,"A family needs medical assistance after local displacement, including treatment and essential supplies.",Medical Aid,25,Jordan,Amman,Amman,31.933469,35.945758,Critical,Medium,medicines; clinic visits; medical transport,19737.00,6975.38,2025-05-07,Active,High
CASE-0444,"A family needs medical assistance after a severe storm, including treatment and essential supplies.",Medical Aid,5,Jordan,Irbid,Irbid,32.532408,35.8333,Medium,Medium,medicines; clinic visits; medical transport,2454.80,1900.03,2026-06-17,Funded,Medium
CASE-0445,Children need school materials and fee support after earthquake damage interrupted household income.,Education,2,Egypt,Giza,6th of October,29.965487,30.950391,Medium,High,school kits; uniforms; learning materials,2559.52,2490.11,2025-07-21,Completed,Low
CASE-0446,Families affected by earthquake damage require staple food supplies for the coming weeks.,Food,8,Jordan,Irbid,Irbid,32.564872,35.859379,Low,High,food parcels; cooking staples; infant nutrition,5140.08,2111.73,2026-05-06,Active,Medium
CASE-0447,A community requires emergency water deliveries because a severe storm disrupted access to safe water.,Water,74,Egypt,Alexandria,Alexandria,31.223944,29.919375,Low,High,clean water; filtration kits; storage containers,45420.56,0.00,2025-04-06,Active,High
CASE-0448,"A family needs medical assistance after local displacement, including treatment and essential supplies.",Medical Aid,11,Egypt,Giza,6th of October,29.97082,30.914523,Medium,Medium,medicines; clinic visits; medical transport,8150.48,4626.68,2026-08-23,Active,Medium
CASE-0449,People displaced by a severe storm require clothing and blankets while they recover.,Clothing,7,Jordan,Irbid,Irbid,32.53345,35.850637,Medium,High,seasonal clothing; blankets; hygiene kits,3813.44,1878.31,2026-03-13,Active,Medium
CASE-0450,Families need clean drinking water and storage containers after local displacement affected local supplies.,Water,88,Jordan,Amman,Amman,31.959147,35.92019,Critical,Medium,clean water; filtration kits; storage containers,57248.48,8501.01,2025-07-30,Active,High
CASE-0451,"Residents affected by a severe storm need urgent medicines, examinations, and transport to care.",Medical Aid,43,Egypt,Giza,6th of October,29.947954,30.939462,Critical,Medium,medicines; clinic visits; medical transport,39193.64,5369.80,2026-06-04,Active,High
CASE-0452,Housing repairs and safe temporary accommodation are needed following flash flooding.,Emergency Housing,7,Egypt,Giza,6th of October,29.959246,30.930661,Medium,Low,temporary shelter; repair materials; mattresses,2994.72,2166.54,2025-09-29,Active,Low
CASE-0453,Housing repairs and safe temporary accommodation are needed following local displacement.,Emergency Housing,5,Egypt,Aswan,Aswan,24.093797,32.907444,Low,Critical,temporary shelter; repair materials; mattresses,3109.30,0.00,2025-12-13,Active,High
CASE-0454,A 31-person family needs temporary shelter after local displacement made their home unsafe.,Emergency Housing,31,Egypt,Aswan,Aswan,24.070368,32.908472,High,High,temporary shelter; repair materials; mattresses,11841.06,1465.99,2025-12-27,Active,High
CASE-0455,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,2,Tunisia,Tunis,Tunis,36.811532,10.191836,Medium,Low,seasonal clothing; blankets; hygiene kits,2589.44,2263.60,2026-03-13,Funded,Low
CASE-0456,A 48-person family needs temporary shelter after a severe storm made their home unsafe.,Emergency Housing,48,Jordan,Irbid,Irbid,32.550329,35.869703,Critical,High,temporary shelter; repair materials; mattresses,20371.68,1771.74,2025-09-15,Active,Critical
CASE-0457,Families need clean drinking water and storage containers after flash flooding affected local supplies.,Water,24,Jordan,Irbid,Irbid,32.573585,35.828577,Low,Low,clean water; filtration kits; storage containers,9104.88,2379.06,2026-07-31,Active,Low
CASE-0458,People displaced by local displacement require clothing and blankets while they recover.,Clothing,7,Egypt,Aswan,Aswan,24.067532,32.899564,Low,Critical,seasonal clothing; blankets; hygiene kits,4283.40,649.18,2026-07-02,Active,Medium
CASE-0459,A 43-person household needs food parcels after local displacement disrupted its income.,Food,43,Egypt,Giza,6th of October,29.951585,30.92201,High,Critical,food parcels; cooking staples; infant nutrition,32641.84,2306.09,2025-07-03,Active,High
CASE-0460,A 43-person household needs food parcels after a house fire disrupted its income.,Food,43,Egypt,Cairo,Cairo,30.043866,31.25789,Critical,Medium,food parcels; cooking staples; infant nutrition,33498.72,3490.78,2026-05-06,Active,High
CASE-0461,A community requires emergency water deliveries because local displacement disrupted access to safe water.,Water,79,Tunisia,Tunis,Tunis,36.799121,10.202009,Medium,Medium,clean water; filtration kits; storage containers,27009.60,1983.69,2025-03-23,Active,High
CASE-0462,Education support is needed for children whose learning was disrupted by flash flooding.,Education,9,Lebanon,Beirut,Beirut,33.872657,35.491828,Critical,Medium,school kits; uniforms; learning materials,5479.92,1409.51,2025-11-05,Active,Medium
CASE-0463,Housing repairs and safe temporary accommodation are needed following earthquake damage.,Emergency Housing,11,Jordan,Amman,Amman,31.942356,35.949975,High,High,temporary shelter; repair materials; mattresses,7111.72,0.00,2025-07-25,Active,High
CASE-0464,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,10,Jordan,Irbid,Irbid,32.539172,35.864913,Medium,Medium,school kits; uniforms; learning materials,5480.80,5479.91,2025-10-22,Completed,Low
CASE-0465,A 12-person household needs food parcels after earthquake damage disrupted its income.,Food,12,Tunisia,Tunis,Tunis,36.814301,10.20073,Low,Medium,food parcels; cooking staples; infant nutrition,4248.00,804.00,2025-05-27,Active,Medium
CASE-0466,"Residents affected by flash flooding need urgent medicines, examinations, and transport to care.",Medical Aid,43,Tunisia,Tunis,Tunis,36.79631,10.167739,Critical,High,medicines; clinic visits; medical transport,37788.40,8612.62,2025-09-11,Active,Critical
CASE-0467,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,41,Egypt,Alexandria,Alexandria,31.210503,29.894628,Critical,High,seasonal clothing; blankets; hygiene kits,26018.44,1430.97,2025-12-04,Active,High
CASE-0468,"Residents affected by a house fire need urgent medicines, examinations, and transport to care.",Medical Aid,26,Egypt,Giza,6th of October,29.94701,30.939688,High,Critical,medicines; clinic visits; medical transport,8753.36,0.00,2025-05-05,Active,Critical
CASE-0469,Families need clean drinking water and storage containers after local displacement affected local supplies.,Water,119,Jordan,Irbid,Irbid,32.557825,35.829647,High,High,clean water; filtration kits; storage containers,96497.94,3220.55,2026-06-15,Active,High
CASE-0470,Education support is needed for children whose learning was disrupted by earthquake damage.,Education,20,Jordan,Irbid,Irbid,32.557481,35.825454,High,High,school kits; uniforms; learning materials,12227.60,2457.50,2025-11-11,Active,High
CASE-0471,"Families need seasonal clothing, blankets, and basic hygiene items after flash flooding.",Clothing,5,Lebanon,Beirut,Beirut,33.883603,35.494295,Medium,Medium,seasonal clothing; blankets; hygiene kits,3590.40,1344.49,2025-11-27,Active,Medium
CASE-0472,"A family needs medical assistance after local displacement, including treatment and essential supplies.",Medical Aid,22,Tunisia,Tunis,Tunis,36.825881,10.166897,High,Medium,medicines; clinic visits; medical transport,16632.00,6490.93,2026-05-07,Active,High
CASE-0473,Children need school materials and fee support after local displacement interrupted household income.,Education,8,Egypt,Alexandria,Alexandria,31.17935,29.90493,Medium,Medium,school kits; uniforms; learning materials,6457.28,5772.75,2026-04-08,Funded,Low
CASE-0474,A community requires emergency water deliveries because local displacement disrupted access to safe water.,Water,108,Egypt,Cairo,Cairo,30.063835,31.218924,Medium,Medium,clean water; filtration kits; storage containers,29278.08,7490.47,2025-10-29,Active,Medium
CASE-0475,Children need school materials and fee support after a house fire interrupted household income.,Education,8,Lebanon,Beirut,Beirut,33.883138,35.484275,Low,High,school kits; uniforms; learning materials,3894.00,2394.11,2026-05-28,Active,Low
CASE-0476,Housing repairs and safe temporary accommodation are needed following a severe storm.,Emergency Housing,6,Egypt,Cairo,Cairo,30.030213,31.258539,Low,High,temporary shelter; repair materials; mattresses,3178.92,3040.17,2026-04-19,Completed,Low
CASE-0477,"Residents affected by flash flooding need urgent medicines, examinations, and transport to care.",Medical Aid,9,Egypt,Giza,6th of October,29.980167,30.90443,Medium,Medium,medicines; clinic visits; medical transport,5263.20,1545.87,2026-08-02,Active,Medium
CASE-0478,A 6-person household needs food parcels after a severe storm disrupted its income.,Food,6,Jordan,Irbid,Irbid,32.573215,35.839002,Low,Critical,food parcels; cooking staples; infant nutrition,4672.80,97.15,2026-08-18,Active,Medium
CASE-0479,Families need clean drinking water and storage containers after flash flooding affected local supplies.,Water,97,Egypt,Aswan,Aswan,24.11334,32.884882,Medium,Low,clean water; filtration kits; storage containers,26024.96,507.77,2025-04-29,Active,Medium
CASE-0480,Housing repairs and safe temporary accommodation are needed following local displacement.,Emergency Housing,2,Egypt,Cairo,Cairo,30.03306,31.216072,Medium,Low,temporary shelter; repair materials; mattresses,2284.80,2270.57,2026-05-03,Completed,Low
CASE-0481,"A family needs medical assistance after a severe storm, including treatment and essential supplies.",Medical Aid,53,Egypt,Cairo,Cairo,30.041277,31.23708,Critical,Medium,medicines; clinic visits; medical transport,33362.84,1360.27,2025-05-25,Active,Critical
CASE-0482,Children need school materials and fee support after earthquake damage interrupted household income.,Education,7,Jordan,Irbid,Irbid,32.58116,35.843097,Medium,Medium,school kits; uniforms; learning materials,5136.72,4187.43,2025-06-09,Funded,Low
CASE-0483,People displaced by earthquake damage require clothing and blankets while they recover.,Clothing,11,Egypt,Cairo,Cairo,30.055205,31.253024,Low,Critical,seasonal clothing; blankets; hygiene kits,7681.80,1434.30,2025-10-05,Active,High
CASE-0484,Families affected by earthquake damage require staple food supplies for the coming weeks.,Food,37,Egypt,Cairo,Cairo,30.051693,31.250552,High,High,food parcels; cooking staples; infant nutrition,16200.80,1644.73,2026-08-26,Active,High
CASE-0485,"A family needs medical assistance after a house fire, including treatment and essential supplies.",Medical Aid,6,Egypt,Giza,6th of October,29.953413,30.944633,Medium,Low,medicines; clinic visits; medical transport,3704.64,3648.29,2025-05-11,Completed,Low
CASE-0486,A community requires emergency water deliveries because local displacement disrupted access to safe water.,Water,20,Egypt,Alexandria,Alexandria,31.188602,29.921653,High,High,clean water; filtration kits; storage containers,13798.40,2897.31,2025-06-19,Active,High
CASE-0487,Families need clean drinking water and storage containers after earthquake damage affected local supplies.,Water,95,Egypt,Aswan,Aswan,24.093084,32.893091,Low,Low,clean water; filtration kits; storage containers,30544.30,2995.06,2026-07-01,Active,Medium
CASE-0488,"Families need seasonal clothing, blankets, and basic hygiene items after a house fire.",Clothing,11,Tunisia,Tunis,Tunis,36.826502,10.189151,Medium,Low,seasonal clothing; blankets; hygiene kits,7028.48,1133.05,2025-08-10,Active,Medium
CASE-0489,Families need clean drinking water and storage containers after flash flooding affected local supplies.,Water,39,Egypt,Alexandria,Alexandria,31.207544,29.901154,High,Medium,clean water; filtration kits; storage containers,21566.16,0.00,2025-08-21,Active,High
CASE-0490,People displaced by a severe storm require clothing and blankets while they recover.,Clothing,12,Egypt,Cairo,Cairo,30.022988,31.240134,Low,Medium,seasonal clothing; blankets; hygiene kits,6074.64,322.70,2026-06-10,Active,Medium
CASE-0491,Children need school materials and fee support after a severe storm interrupted household income.,Education,19,Egypt,Cairo,Cairo,30.048482,31.215178,Critical,Medium,school kits; uniforms; learning materials,13280.12,7591.54,2026-04-23,Active,High
CASE-0492,A community requires emergency water deliveries because a house fire disrupted access to safe water.,Water,70,Lebanon,Beirut,Beirut,33.898105,35.517871,High,Low,clean water; filtration kits; storage containers,21868.00,4752.29,2025-09-05,Active,High
CASE-0493,A 7-person family needs temporary shelter after earthquake damage made their home unsafe.,Emergency Housing,7,Jordan,Irbid,Irbid,32.553784,35.838318,Low,Low,temporary shelter; repair materials; mattresses,3886.92,780.65,2025-09-23,Active,Medium
CASE-0494,Education support is needed for children whose learning was disrupted by local displacement.,Education,6,Lebanon,Beirut,Beirut,33.877779,35.5092,Medium,Critical,school kits; uniforms; learning materials,2904.96,2904.96,2026-01-19,Completed,Medium
CASE-0495,Families affected by a house fire require staple food supplies for the coming weeks.,Food,9,Egypt,Cairo,Cairo,30.045454,31.233018,Medium,High,food parcels; cooking staples; infant nutrition,4455.36,1974.98,2026-07-19,Active,Medium
